totalPkt,totalSize,DNSpkt,httpPkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
139,13017,0,14,139,8,82,7919,57,5098,0.64,52,60,96.57,89.44,0.01,348,348,1.44,0.38,0.38,0.22,0.5,40.6,0.5,0.14,0.5,22.59,0.5,1
119,12740,2,13,256,2,74,8467,45,4273,0.5,52,52,114.42,94.96,0.01,1091,515,1.64,0.09,0.1,0.32,1,60.07,1,0.15,1,19.54,1,1
115,10577,0,11,115,2,71,6593,44,3984,0.6,52,52,92.86,90.55,0.01,1091,515,1.61,0.38,0.38,0.24,1,35.64,1,0.14,1,25.96,1,1
100,9379,0,10,100,2,61,5805,39,3574,0.62,52,52,95.16,91.64,0.01,1091,515,1.56,4.97,0,0.26,1,40.99,1,0.14,1,24.85,1,1
242,106138,0,15,242,2,180,100542,62,5596,0.06,52,52,558.57,90.26,0,1091,515,2.9,7.99,0,1.02,1,862.89,1,0.15,1,27.54,1,1
161,15607,0,17,161,2,98,9571,63,6036,0.63,52,52,97.66,95.81,0.01,1091,515,1.56,0.49,0.49,0.21,1,35.79,1,0.14,1,28.88,1,1
132,12840,0,13,130,4,79,8088,55,5444,0.67,52,60,102.38,98.98,0.01,348,348,1.44,8.09,0,0.26,0.5,43.16,0.5,0.16,0.5,26.9,0.5,1
141,13157,0,14,141,4,85,8099,56,5058,0.62,52,60,95.28,90.32,0.01,348,348,1.52,0.47,0.47,0.25,0.5,42.55,0.5,0.16,0.5,27.87,0.5,1
6630,646995,24,5,6538,96,6363,465203,267,181792,0.39,52,378,73.11,680.87,0.01,1420,1420,23.83,0.15,1.77,11.82,0.01,819.89,0.01,0.11,0.01,88.95,0.01,1
906,220218,14,3,834,168,737,134403,169,85815,0.64,52,121,182.36,507.78,0,1420,1420,4.36,0.48,0.09,2.06,0.01,376.04,0.01,0.18,0.01,106.18,0.01,1
20956,10041509,6,2,20925,199,14387,941065,6569,9100444,9.67,64,1420,65.41,1385.36,0,1420,1420,2.19,4.31,0.21,0.64,0.03,40.85,0.03,0.1,0.03,138.35,0.03,1
4885,3662247,2,3,4883,201,2390,194629,2495,3467618,17.82,52,1420,81.43,1389.83,0,1420,1420,0.96,0.28,0.27,0.12,0.5,19.16,0.5,0.16,0.5,219.3,0.5,1
2881,2135275,0,3,2881,201,1405,88781,1476,2046494,23.05,52,1420,63.19,1386.51,0,1420,1420,0.95,0.06,0.07,0.05,0.5,4.28,0.5,0.08,0.5,113.94,0.5,1
91,19665,4,2,69,223,53,8432,40,11925,1.41,60,98,159.09,298.13,0,1378,1420,1.32,0.45,0.45,0.27,0.05,31.51,0.05,0.16,0.05,54.59,0.05,1
243,177175,0,2,243,223,99,6558,144,170617,26.02,60,98,66.24,1184.84,0,1378,1420,0.69,0.02,0.02,0.1,0.05,9.91,0.05,0.42,0.05,541.68,0.05,1
81,11610,2,3,79,225,50,4661,31,6949,1.49,52,60,93.22,224.16,0.01,713,1420,1.61,1.54,1.13,0.35,0.5,50.85,0.5,0.19,0.5,47.54,0.5,1
75,10444,0,2,75,225,43,3908,32,6536,1.67,52,60,90.88,204.25,0.01,713,1420,1.34,0.27,0,0.39,0.5,37.09,0.5,0.26,0.5,55.09,0.5,1
34,2761,0,2,34,225,18,1519,16,1242,0.82,52,60,84.39,77.63,0.01,713,1420,1.13,0.44,0.44,0.47,0.5,50.53,0.5,0.37,0.5,31.84,0.5,1
20,1845,0,2,20,225,12,1121,8,724,0.65,52,60,93.42,90.5,0.01,713,1420,1.5,0.5,0.5,0.38,0.5,53.08,0.5,0.23,0.5,30.54,0.5,1
323,72057,2,2,24,524,207,62777,116,9280,0.15,293,58,303.27,80,0,1378,1378,1.78,0.48,0.48,0.29,0,40.59,0,0.18,0,23.35,0,1
136,24280,0,2,53,107,84,19852,54,5120,0.26,293,58,236.33,94.81,0.01,1137,359,1.56,0.02,0.05,0.33,0.01,37.81,0.01,0.14,0.01,18.9,0.01,1
547,165107,12,0,502,45,441,121924,106,43183,0.35,52,166,276.47,407.39,0,1420,1420,4.16,0.2,0,1.84,0.02,560.59,0.02,0.18,0.02,76.35,0.02,1
170,109918,2,0,168,47,148,106507,22,3411,0.03,569,60,719.64,155.05,0,1420,580,6.73,23.04,0.17,3.21,0.5,2624.45,0.5,0.24,0.5,59.61,0.5,1
32,1770,0,0,32,47,20,1107,12,663,0.6,569,60,55.35,55.25,0.02,1420,580,1.67,0.15,0.04,0.11,0.5,3.75,0.5,0.07,0.5,1.46,0.5,1
74,11712,4,0,70,51,65,10362,9,1350,0.13,52,40,159.42,150,0.01,1420,539,7.22,26.45,0.05,1.23,0.25,276.06,0.25,0.06,0.25,1.32,0.25,1
13,807,0,0,13,51,10,675,3,132,0.2,52,40,67.5,44,0.02,1420,539,3.33,31.96,0.04,0.63,0.25,26.13,0.25,0.13,0.25,0.13,0.25,1
2,692,0,0,13,2,2,692,2,692,1,52,40,346,346,0,1420,539,1,0.01,0.01,0.63,0.25,26.13,0.25,0.13,0.25,0.13,0.25,1
6,355,0,0,6,2,6,355,0,0,0,52,40,346,346,0,1420,539,0,0.01,0.1,0.63,0.25,26.13,0.25,0.13,0.25,0.13,0.25,1
6,374,0,0,6,2,6,374,0,0,0,52,40,346,346,0,1420,539,0,0.01,5.17,0.63,0.25,26.13,0.25,0.13,0.25,0.13,0.25,1
1,89,1,0,6,1,1,89,0,0,0,52,40,346,346,0,1420,539,0,0.01,5.17,0.63,0.25,26.13,0.25,0.13,0.25,0.13,0.25,1
25,8568,2,0,27,4,12,3609,15,5651,1.57,145,307,300.75,376.73,0,1095,1420,0.8,0.19,0.19,0.33,0.33,123.17,0.33,0.58,0.33,230.58,0.33,1
13340,12360125,31,0,13248,96,4743,408266,8597,11951859,29.27,64,1420,86.08,1390.24,0,1420,1420,0.55,0.14,1.76,0.05,0.01,14.3,0.01,0.53,0.01,741.75,0.01,1
1397,864013,6,1,1349,144,731,108051,666,755962,7,52,1420,147.81,1135.08,0,1420,1420,1.1,0.25,0.25,0.12,0.02,47.48,0.02,0.14,0.02,149.65,0.02,1
49803,48899342,8,0,49764,183,15778,1032367,34025,47866975,46.37,64,1420,65.43,1406.82,0,1420,1420,0.46,0.28,0.27,0.07,0.03,5.22,0.03,0.62,0.03,871.05,0.03,1
2918,2504828,0,0,2918,183,1192,69837,1726,2434991,34.87,64,1420,58.59,1410.77,0,1420,1420,0.69,0,0,0.01,0.03,0.95,0.03,0.25,0.03,350.06,0.03,1
95,46547,0,0,95,183,71,35915,24,10632,0.3,64,1420,505.85,443,0,1420,1420,2.96,2.13,0.19,0.93,0.03,691.6,0.03,0.2,0.03,134.89,0.03,1
913,568282,6,0,892,204,426,33809,489,535165,15.83,52,1420,79.36,1094.41,0,1037,1420,0.87,0.3,0,0.07,0.05,9.23,0.05,0.17,0.05,230.34,0.05,1
31,1755,0,0,31,204,19,1179,12,576,0.49,52,1420,62.05,48,0.02,1037,1420,1.58,12.11,0.04,0.24,0.05,10.92,0.05,0.04,0.05,0.04,0.05,1
26,1442,0,0,26,204,18,1122,8,320,0.29,52,1420,62.33,40,0.02,1037,1420,2.25,0.01,21.25,0.85,0.05,40.08,0.05,0.23,0.05,6.23,0.05,1
8,478,0,0,8,204,7,426,1,52,0.12,52,1420,60.86,52,0.02,1037,1420,7,0.96,1,0.6,0.05,21,0.05,0.2,0.05,0.2,0.05,1
1,348,0,0,0,1,1,348,1,348,1,52,1420,348,348,0,1037,1420,1,0.5,0.5,0.6,0.05,21,0.05,0.2,0.05,0.2,0.05,1
363,70055,20,2,341,22,237,22902,126,47145,2.06,52,60,96.63,374.17,0.01,1426,1426,1.88,0.01,0.01,0.3,0.05,45.37,0.05,0.12,0.05,50.8,0.05,1
260,35461,8,1,593,8,181,17741,79,17720,1,52,60,98.02,224.3,0.01,1209,1426,2.29,0.1,0.11,0.66,0.14,89.36,0.14,0.16,0.14,54.94,0.14,1
348,56558,16,1,332,24,233,21939,115,34619,1.58,52,60,94.16,301.03,0.01,1261,1426,2.03,0.08,0.08,0.48,0.06,64.04,0.06,0.13,0.06,53.08,0.06,1
188,17925,6,0,182,30,132,11932,56,5993,0.5,52,60,90.39,107.02,0.01,569,518,2.36,4.96,1,0.44,0.17,59.71,0.17,0.13,0.17,22.23,0.17,1
289,39022,12,1,277,42,195,19033,94,19989,1.05,52,60,97.61,212.65,0.01,1419,1426,2.07,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,60,0,0,1,42,1,60,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,344,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,344,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,312,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,356,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,356,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
1,312,0,0,1,1,0,0,0,0,0,52,60,97.61,212.65,0.01,1419,1426,0,0.09,0.09,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
2,692,0,0,1,2,1,348,1,348,1,52,60,348,348,0,1419,1426,1,0.05,0.05,0.57,0.08,78.42,0.08,0.14,0.08,49.58,0.08,1
820,271041,32,16,787,34,535,112507,285,158526,1.41,52,348,210.29,556.23,0,1420,1426,1.88,0.01,0.01,0.44,0.03,141.79,0.03,0.15,0.03,111.44,0.03,1
132,37489,6,2,126,40,80,12994,52,24495,1.89,52,317,162.43,471.06,0,1249,1420,1.54,10.66,0.32,0.35,0.17,67.57,0.17,0.17,0.17,126.96,0.17,1
438,234445,2,0,436,42,403,224859,35,9586,0.04,52,90,557.96,273.89,0,1420,1420,11.51,7.09,0.04,7.5,0.5,4385.1,0.5,0.24,0.5,84.48,0.5,1
156,64696,4,1,152,46,127,58710,29,5986,0.1,52,86,462.28,206.41,0,1420,574,4.38,0.44,0.44,1.81,0.25,1034.13,0.25,0.13,0.25,27.77,0.25,1
70,5966,2,1,220,2,54,4170,16,1796,0.43,52,52,77.22,112.25,0.01,1249,405,3.38,0.46,0.46,0.08,1,25.82,1,0.08,1,8.6,1,1
45,2591,0,0,45,2,35,2080,10,511,0.25,52,52,59.43,51.1,0.02,1249,405,3.5,13.2,0.04,0.33,1,16.15,1,0.06,1,1.61,1,1
113,46776,6,1,105,10,70,6568,45,40900,6.23,52,1420,93.83,908.89,0,1420,1420,1.56,0.11,1.18,0.07,0.13,29.82,0.13,0.18,0.13,205.46,0.13,1
56,6588,0,2,56,10,36,4232,20,2356,0.56,52,1420,117.56,117.8,0.01,1420,1420,1.8,6.01,0.04,0.24,0.13,68.51,0.13,0.15,0.13,21.63,0.13,1
34,3328,0,1,34,10,20,2294,14,1034,0.45,52,1420,114.7,73.86,0.01,1420,1420,1.43,13.17,0,0.19,0.13,53.04,0.13,0.15,0.13,18.31,0.13,1
26,4659,2,2,58,2,14,3113,12,1546,0.5,40,57,222.36,128.83,0.01,1197,383,1.17,0.22,0.22,0.31,1,165.94,1,0.31,1,52.94,1,1
5,347,3,0,2,5,4,307,1,40,0,40,57,222.36,128.83,0.01,1197,383,0,0.22,0.04,0.31,1,165.94,1,0.31,1,52.94,1,1
20,3668,2,1,18,7,12,2264,8,1404,0.62,52,207,188.67,175.5,0.01,1420,405,1.5,32.9,0,0.33,0.5,148.92,0.5,0.25,0.5,35.33,0.5,1
37,5536,0,2,37,7,19,3272,18,2264,0.69,52,207,172.21,125.78,0.01,1420,405,1.06,0.42,0.42,0.19,0.5,94.41,0.5,0.22,0.5,20.96,0.5,1
44,9042,2,1,77,4,23,5780,23,3954,0.68,56,62,251.3,171.91,0,1420,574,1,0.08,0.09,0.21,0.33,120.25,0.33,0.29,0.33,57.96,0.33,1
26,4711,2,2,101,2,14,3165,12,1546,0.49,40,57,226.07,128.83,0.01,1249,383,1.17,0.45,0.45,0.31,1,169.19,1,0.31,1,52.94,1,1
108,7502,0,2,108,2,96,6268,12,1234,0.2,40,57,65.29,102.83,0.01,1249,383,8,0.34,0,0.06,1,26.42,1,0.05,1,8.64,1,1
45,5385,2,2,43,4,28,3615,17,1770,0.49,40,52,129.11,104.12,0.01,1091,383,1.65,7.46,2.56,0.15,0.5,74.97,0.5,0.15,0.5,24.91,0.5,1
21,2510,0,1,21,4,12,1773,9,737,0.42,40,52,147.75,81.89,0.01,1091,383,1.33,0.27,0.27,0.36,0.5,98.5,0.5,0.21,0.5,30.29,0.5,1
26,4711,2,2,45,2,14,3165,12,1546,0.49,40,57,226.07,128.83,0.01,1197,383,1.17,0.45,0.45,0.31,1,169.19,1,0.31,1,52.94,1,1
1077,546738,18,0,986,91,624,207883,453,338855,1.63,52,579,333.15,748.02,0,1420,1420,1.38,0.18,0,0.27,0.01,197.13,0.01,0.11,0.01,44.38,0.01,1
85,14713,0,0,1066,5,61,8468,24,6245,0.74,52,62,138.82,260.21,0.01,1350,1420,2.54,3.13,0.16,0.97,0.25,77.05,0.25,0.24,0.25,91.92,0.25,1
1,305,0,0,1066,1,1,305,0,0,0,52,62,138.82,260.21,0.01,1350,1420,0,3.13,0.16,0.97,0.25,77.05,0.25,0.24,0.25,91.92,0.25,1
32,1726,0,0,32,1,20,1102,12,624,0.57,52,62,55.1,52,0.02,1350,1420,1.67,23.55,0.04,0.15,0.25,5.81,0.25,0.07,0.25,1.96,0.25,1
97,14747,5,0,88,10,72,11632,25,3115,0.27,62,46,161.56,124.6,0.01,1420,725,2.88,0,0.18,0.93,0.11,184.53,0.11,0.14,0.11,11.7,0.11,1
43,18669,2,0,36,17,23,3365,20,15304,4.55,52,612,146.3,765.2,0,637,1420,1.15,7.18,0.04,0.15,0.14,16.54,0.14,0.27,0.14,285.46,0.14,1
6,1172,0,0,3,20,5,1132,3,732,0.65,346,344,226.4,244,0.01,348,348,1.67,0.21,0,0.5,0.33,0.5,0.33,0.5,0.33,0.5,0.33,1
8,1438,0,0,7,4,6,1334,2,104,0.08,304,344,222.33,52,0.01,305,52,3,24.15,0.72,0.25,0.33,0.25,0.33,0.25,0.33,0.25,0.33,1
7,888,0,0,5,6,6,848,1,40,0.05,83,40,141.33,40,0.01,305,40,6,11.43,2.03,0.67,0.5,17.67,0.5,0.33,0.5,0.33,0.5,1
50,22310,2,0,46,10,28,6956,22,15354,2.21,52,645,248.43,697.91,0,1420,1420,1.27,11.49,0,0.37,0.25,198.89,0.25,0.37,0.25,276.07,0.25,1
2,123,0,0,2,10,1,83,1,40,0,52,645,248.43,697.91,0,1420,1420,0,11.49,0,0.37,0.25,198.89,0.25,0.37,0.25,276.07,0.25,1
2,609,0,0,2,2,2,609,0,0,0,52,645,248.43,697.91,0,1420,1420,0,11.49,24.27,0.37,0.25,198.89,0.25,0.37,0.25,276.07,0.25,1
5,1100,0,0,4,3,4,1048,3,744,0.71,344,344,262,248,0,348,348,1.33,2.83,2.83,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
3,175,0,0,3,3,2,135,1,40,0.3,344,344,67.5,40,0.02,348,348,2,0.03,0,2,0.5,53,0.5,1,0.5,1,0.5,1
12,3426,2,0,11,4,11,2895,3,1223,0.42,223,348,263.18,407.67,0,1186,531,3.67,0.04,0.04,8,0.33,2079,0.33,1,0.33,1,0.33,1
3,914,0,0,11,3,3,914,0,0,0,223,348,263.18,407.67,0,1186,531,0,0.04,15.05,8,0.33,2079,0.33,1,0.33,1,0.33,1
5,1269,0,0,12,4,5,1269,0,0,0,223,348,263.18,407.67,0,1186,531,0,0.04,5.02,8,0.33,2079,0.33,1,0.33,1,0.33,1
5,1048,0,0,14,3,5,1048,0,0,0,223,348,263.18,407.67,0,1186,531,0,0.04,0.82,8,0.33,2079,0.33,1,0.33,1,0.33,1
560,239749,14,1,458,102,361,102827,199,136922,1.33,52,394,284.84,688.05,0,1420,1420,1.81,0.51,0,0.97,0.01,348.91,0.01,0.29,0.01,223.77,0.01,1
313,155396,2,2,763,8,228,89140,85,66256,0.74,52,1089,390.96,779.48,0,1420,1420,2.68,0.42,0.37,1.08,0.14,581.2,0.14,0.26,0.14,187.69,0.14,1
36,7177,8,2,787,12,22,2491,14,4686,1.88,60,107,113.23,334.71,0.01,305,1420,1.57,0.26,0.06,0.5,0.09,47.93,0.09,0.36,0.09,281.64,0.09,1
47,7921,2,2,827,7,29,3118,18,4803,1.54,52,52,107.52,266.83,0.01,305,1420,1.61,0.45,0.46,0.15,0.17,18.09,0.17,0.09,0.17,83.56,0.17,1
66,9107,8,2,53,20,48,4261,18,4846,1.14,52,70,88.77,269.22,0.01,305,1420,2.67,7.24,6.79,0.4,0.08,30.94,0.08,0.14,0.08,98.06,0.08,1
76,12523,6,2,63,33,57,6726,19,5797,0.86,60,52,118,305.11,0.01,1134,1420,3,0.58,0,0.68,0.08,88.53,0.08,0.21,0.08,119.03,0.08,1
59,10984,10,2,41,51,43,6072,18,5604,0.92,61,146,141.21,311.33,0.01,941,1420,2.39,0.67,0.16,0.76,0.06,112.57,0.06,0.24,0.06,187.76,0.06,1
29,6381,2,2,24,56,18,2005,11,4376,2.18,40,44,111.39,397.82,0,305,1420,1.64,0.19,0.19,0.43,0.2,45.07,0.2,0.36,0.2,281.64,0.2,1
35,6873,8,2,24,67,21,2187,14,4686,2.14,60,107,104.14,334.71,0.01,305,1420,1.5,0.33,0.22,0.31,0.09,36.94,0.09,0.25,0.09,212,0.09,1
38,7733,6,2,50,12,25,3143,13,4590,1.46,60,107,125.72,353.08,0,305,1420,1.92,9.52,9.42,0.25,0.09,29.55,0.09,0.15,0.09,142.05,0.09,1
52,11427,10,1,88,14,41,8266,11,3161,0.38,60,107,201.61,287.36,0,1420,1420,3.73,9.63,4.92,1.53,0.08,414.53,0.08,0.13,0.08,94.73,0.08,1
26,5466,2,2,24,16,15,1090,11,4376,4.01,40,44,72.67,397.82,0,255,1420,1.36,0.23,0.23,0.54,0.5,51.62,0.5,0.38,0.5,303.31,0.5,1
38,7786,8,2,48,14,24,3100,14,4686,1.51,60,107,129.17,334.71,0,305,1420,1.71,0.41,0.23,0.5,0.08,47.93,0.08,0.36,0.08,281.64,0.08,1
33,6824,4,2,74,7,21,2262,14,5254,2.32,56,265,107.71,375.29,0,348,1420,1.5,0.41,0.41,0.41,0.17,40.88,0.17,0.24,0.17,199.53,0.17,1
44,7720,14,2,101,17,27,2578,17,5142,1.99,60,107,95.48,302.47,0.01,305,1420,1.59,0.2,0.07,0.6,0.06,51.67,0.06,0.33,0.06,262.87,0.06,1
49,13048,4,2,45,21,26,3004,23,10044,3.34,52,186,115.54,436.7,0,1083,1420,1.13,0.06,0.06,0.27,0.25,33.77,0.25,0.27,0.25,176.13,0.25,1
36,7177,8,2,69,12,22,2491,14,4686,1.88,60,107,113.23,334.71,0.01,305,1420,1.57,6.43,0.51,0.5,0.09,47.93,0.09,0.36,0.09,281.64,0.09,1
28,6075,2,2,24,16,17,1699,11,4376,2.58,40,44,99.94,397.82,0,305,1420,1.55,0.19,0.19,0.29,0.25,34.76,0.25,0.18,0.25,167.12,0.25,1
33,6263,8,2,24,25,19,1577,14,4686,2.97,50,107,83,334.71,0.01,304,1420,1.36,0.26,0.26,0.54,0.11,51.62,0.11,0.38,0.11,303.31,0.11,1
43,9102,5,2,36,32,30,4135,13,4967,1.2,56,362,137.83,382.08,0,1184,1420,2.31,5.65,0.04,0.74,0.14,144.58,0.14,0.21,0.14,178.53,0.14,1
37,7301,8,2,25,44,22,2575,17,5418,2.1,60,146,117.05,318.71,0.01,348,1420,1.29,13.56,13.3,0.28,0.08,32.83,0.08,0.17,0.08,157.83,0.08,1
29,6380,2,2,24,49,18,2004,11,4376,2.18,40,44,111.33,397.82,0,305,1420,1.64,0.24,0.24,0.4,0.2,42.07,0.2,0.27,0.2,226.13,0.2,1
34,6315,8,2,49,9,20,1629,14,4686,2.88,40,107,81.45,334.71,0.01,304,1420,1.43,0.51,0.52,0.35,0.13,37.12,0.13,0.24,0.13,199.53,0.13,1
32,6819,2,2,75,6,21,2443,11,4376,1.79,56,44,116.33,397.82,0,305,1420,1.91,0.43,0.28,0.25,0.2,30.15,0.2,0.15,0.2,142.05,0.2,1
34,6568,8,2,99,10,20,1882,14,4686,2.49,40,107,94.1,334.71,0.01,305,1420,1.43,0.39,0.39,0.38,0.11,39.44,0.11,0.25,0.11,212,0.11,1
127,87539,6,2,114,23,103,80278,24,7261,0.09,921,86,779.4,302.54,0,1420,1420,4.29,0.21,0,2.15,0.08,2195.06,0.08,0.24,0.08,140.35,0.08,1
646,270497,18,5,552,94,467,174713,179,95784,0.55,52,199,374.12,535.11,0,1420,1420,2.61,0.07,0,1.26,0.01,628.53,0.01,0.14,0.01,75.07,0.01,1
263,54324,0,2,263,94,206,43939,57,10385,0.24,52,199,213.3,182.19,0,1420,1420,3.61,0.34,0.34,1.29,0.01,287.1,0.01,0.16,0.01,40.72,0.01,1
54,5208,0,0,54,94,31,3361,23,1847,0.55,52,199,108.42,80.3,0.01,1420,1420,1.35,22.92,9.49,0.21,0.01,36.17,0.01,0.1,0.01,10.95,0.01,1
75,7902,2,1,73,96,44,4920,31,2982,0.61,40,56,111.82,96.19,0.01,784,383,1.42,0.41,0,0.14,0.5,29.81,0.5,0.12,0.5,16.71,0.5,1
143,18327,2,7,141,98,91,9745,52,8582,0.88,52,52,107.09,165.04,0.01,781,1420,1.75,2.8,0.01,0.2,0.5,48.42,0.5,0.13,0.5,40.21,0.5,1
144,13848,4,2,140,102,95,9212,49,4636,0.5,52,52,96.97,94.61,0.01,783,535,1.94,0.95,0.99,0.23,0.25,37.19,0.25,0.08,0.25,13.11,0.25,1
88,19282,4,2,84,106,50,6924,38,12358,1.78,59,111,138.48,325.21,0,1136,1420,1.32,8.89,8.93,0.22,0.25,47.59,0.25,0.22,0.25,78.49,0.25,1
97,11075,0,2,179,2,56,7485,43,4282,0.57,52,56,133.66,99.58,0.01,783,383,1.3,0.01,0.01,0.17,1,43.8,1,0.12,1,19.91,1,1
71,10516,2,3,69,4,41,5288,30,5228,0.99,52,61,128.98,174.27,0.01,781,1420,1.37,6.16,6.16,0.22,0.5,59.22,0.5,0.16,0.5,50.78,0.5,1
74,8018,2,2,72,6,43,5018,31,3000,0.6,52,56,116.7,96.77,0.01,783,383,1.39,0.42,0.04,0.16,0.5,44.33,0.5,0.12,0.5,14.89,0.5,1
76,8119,2,2,74,8,46,5298,30,2821,0.53,52,52,115.17,94.03,0.01,819,383,1.53,0.29,0.29,0.21,0.5,48.23,0.5,0.13,0.5,20.89,0.5,1
160,12255,2,2,232,2,127,8446,33,3809,0.45,40,60,66.5,115.42,0.01,834,405,3.85,0.41,0.01,0.06,1,17.67,1,0.06,1,7.83,1,1
82,10458,0,4,82,2,50,6090,32,4368,0.72,40,60,121.8,136.5,0.01,834,405,1.56,3.4,1.28,0.14,1,53.55,1,0.12,1,25.05,1,1
125,15107,2,4,203,4,73,10005,54,5794,0.58,52,52,137.05,107.3,0.01,836,383,1.35,0.21,0.21,0.17,0.33,51.8,0.33,0.14,0.33,24.34,0.33,1
47,5223,2,0,45,6,28,3443,19,1780,0.52,52,60,122.96,93.68,0.01,781,274,1.47,11.22,10.16,0.17,0.5,23.08,0.5,0.11,0.5,14.19,0.5,1
110,10428,2,3,108,8,85,6749,25,3679,0.55,40,62,79.4,147.16,0.01,765,405,3.4,24.22,7.92,0.1,0.5,35.23,0.5,0.06,0.5,6.02,0.5,1
105,9557,0,1,105,8,66,6010,39,3547,0.59,40,62,91.06,90.95,0.01,765,405,1.69,0,0,0.1,0.5,20.54,0.5,0.07,0.5,10.26,0.5,1
184,23279,4,8,180,12,120,12443,64,10836,0.87,40,62,103.69,169.31,0.01,783,1420,1.88,0,0,0.11,0.25,43.3,0.25,0.11,0.25,25.68,0.25,1
155,18212,0,4,155,12,94,9849,61,8363,0.85,40,62,104.78,137.1,0.01,783,1420,1.54,0.34,0,0.14,0.25,38.22,0.25,0.1,0.25,33.48,0.25,1
178,54533,4,5,174,16,113,39878,65,14655,0.37,60,62,352.9,225.46,0,1420,1420,1.74,0.42,0,0.44,0.25,309.09,0.25,0.17,0.25,56.9,0.25,1
122,16840,4,2,116,22,77,12691,47,4841,0.38,52,52,164.82,103,0.01,1420,383,1.64,7.44,0,0.3,0.17,94.2,0.17,0.1,0.17,14.94,0.17,1
41,3964,0,0,41,22,22,2387,19,1577,0.66,52,52,108.5,83,0.01,1420,383,1.16,0,0,0.15,0.17,22.35,0.17,0.09,0.17,9.53,0.17,1
73,8737,2,2,71,24,42,4971,31,3766,0.76,52,62,118.36,121.48,0.01,783,405,1.35,0,0,0.2,0.5,49.43,0.5,0.13,0.5,21.67,0.5,1
159,18596,2,3,157,26,113,8875,46,9721,1.1,40,60,78.54,211.33,0.01,901,1420,2.46,0.37,0.37,0.09,0.5,25.77,0.5,0.07,0.5,23.86,0.5,1
123,11919,2,3,121,28,80,7507,43,4412,0.59,52,60,93.84,102.6,0.01,781,405,1.86,5.17,0.21,0.13,0.5,32.03,0.5,0.07,0.5,12.41,0.5,1
191,93715,8,3,183,36,110,37165,81,56550,1.52,59,454,337.86,698.15,0,1420,1420,1.36,0,0,0.36,0.13,241.63,0.13,0.3,0.13,260.51,0.13,1
61,6991,0,2,61,36,36,4731,25,2260,0.48,59,454,131.42,90.4,0.01,1420,1420,1.44,17.57,17.25,0.22,0.13,57.71,0.13,0.16,0.13,24,0.13,1
577,165988,16,0,524,53,470,121276,107,44712,0.37,52,121,258.03,417.87,0,1420,1420,4.39,0.17,0,2.14,0.02,578.73,0.02,0.14,0.02,52.55,0.02,1
48,6554,2,0,46,55,42,5885,6,669,0.11,52,67,140.12,111.5,0.01,1325,378,7,29.86,0.05,3.78,0.5,348.56,0.5,0.44,0.5,17.44,0.5,1
5,260,0,0,5,55,3,156,2,104,0.67,52,67,52,52,0.02,1325,378,1.5,53.15,53.19,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.5,1
9,492,0,0,9,55,6,336,3,156,0.46,52,67,56,52,0.02,1325,378,2,13.99,8.85,0.29,0.5,9.29,0.5,0.14,0.5,0.14,0.5,1
1,52,0,0,1,55,0,0,1,52,0,52,67,56,52,0.02,1325,378,0,13.99,8.85,0.29,0.5,9.29,0.5,0.14,0.5,0.14,0.5,1
2,692,0,0,1,2,1,348,1,348,1,52,67,348,348,0,1325,378,1,0.16,0.16,0.29,0.5,9.29,0.5,0.14,0.5,0.14,0.5,1
195,106069,14,1,180,16,160,96096,35,9965,0.1,161,166,600.6,284.71,0,1420,1420,4.57,0.01,0.01,2.11,0.07,1665.04,0.07,0.18,0.07,50.42,0.07,1
26,12959,0,0,26,16,11,1778,15,11181,6.29,161,166,161.64,745.4,0,1420,1420,0.73,0.03,0.03,0.19,0.07,42.06,0.07,0.5,0.07,412.06,0.07,1
