totalPkt,totalSize,DNSpkt,httpPkt,httpsPkt,DHCPpkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
3,914,0,0,0,0,6,3,3,914,0,0,0,324,346,180.86,193,0.01,348,348,0,0.22,9.93,0.5,0.33,13.25,0.33,0.25,0.33,0.25,0.33,1
15,2578,0,0,0,0,8,10,12,2422,3,156,0.06,304,346,201.83,52,0.01,305,52,4,39.03,0.04,0.33,0.14,8.83,0.14,0.17,0.14,0.17,0.14,1
13,1184,0,0,0,0,11,12,8,984,5,200,0.2,83,40,123,40,0.01,305,40,1.6,0.09,0.4,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
2,609,0,0,0,0,11,2,2,609,0,0,0,83,40,123,40,0.01,305,40,0,0.09,10.55,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
1,304,0,0,0,0,11,1,1,304,0,0,0,83,40,123,40,0.01,305,40,0,0.09,10.55,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
7,2213,0,0,0,2,11,7,7,2213,2,692,0.31,83,40,316.14,346,0,305,40,3.5,2.79,0.61,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
7,2132,0,0,0,0,11,7,7,2132,0,0,0,83,40,316.14,346,0,305,40,0,2.79,0.61,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
3,915,0,0,0,0,11,3,3,915,0,0,0,83,40,316.14,346,0,305,40,0,2.79,35.02,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
5,1523,0,0,0,0,11,5,5,1523,0,0,0,83,40,316.14,346,0,305,40,0,2.79,0.51,0.8,0.5,31.4,0.5,0.6,0.5,16.2,0.5,1
21,4960,2,0,0,0,28,4,11,2791,10,2169,0.78,84,208,253.73,216.9,0,1177,610,1.1,8.2,8.11,0.27,0.33,61.18,0.33,0.45,0.33,112.45,0.33,1
3,996,0,0,0,2,28,3,3,996,2,692,0.69,84,208,332,346,0,1177,610,1.5,0.11,0.11,0.27,0.33,61.18,0.33,0.45,0.33,112.45,0.33,1
2,608,0,0,0,0,28,2,2,608,0,0,0,84,208,332,346,0,1177,610,0,0.11,5.02,0.27,0.33,61.18,0.33,0.45,0.33,112.45,0.33,1
8,1933,0,0,0,0,30,6,7,1881,1,52,0.03,305,52,268.71,52,0,305,52,7,14.43,5.02,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.2,1
9,1843,1,0,0,0,33,6,8,1803,1,40,0.02,304,40,225.38,40,0,305,40,8,3.79,3.64,3,0.2,136,0.2,1,0.2,1,0.2,1
9,1796,0,0,0,0,37,5,7,1661,2,135,0.08,304,40,237.29,67.5,0.01,305,83,3.5,31.93,0.61,0.67,0.25,29.33,0.25,0.33,0.25,0.33,0.25,1
233,141190,0,0,0,0,233,0,111,21742,122,119448,5.49,304,40,195.87,979.08,0,305,83,0.91,0,0,0.1,0.25,63.52,0.25,0.22,0.25,197,0.25,1
23,3182,0,0,0,0,23,0,12,1924,11,1258,0.65,304,40,160.33,114.36,0.01,305,83,1.09,0,0,0.27,0.25,48.33,0.25,0.33,0.25,57.07,0.25,1
34,1905,0,0,0,0,34,0,20,1126,14,779,0.69,304,40,56.3,55.64,0.02,305,83,1.43,0,0,0.13,0.25,5.23,0.25,0.03,0.25,0.03,0.25,1
257,159177,6,0,0,0,251,6,163,127456,94,31721,0.25,1420,60,781.94,337.46,0,1420,1420,1.73,24.25,0.43,0.77,0.17,807.4,0.17,0.28,0.17,129.3,0.17,1
38,14308,0,0,0,0,38,6,23,11922,15,2386,0.2,1420,60,518.35,159.07,0,1420,1420,1.53,0.13,0,0.57,0.17,464.43,0.17,0.29,0.17,58.52,0.17,1
5,867,0,0,0,2,3,8,4,827,3,732,0.89,344,344,206.75,244,0.01,348,348,1.33,0.14,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
15,835,0,0,0,0,15,8,8,471,7,364,0.77,344,344,58.88,52,0.02,348,348,1.14,0.14,0.04,0.17,0.5,4.42,0.5,0.17,0.5,4.42,0.5,1
17,924,0,0,0,0,17,8,10,644,7,280,0.43,344,344,64.4,40,0.02,348,348,1.43,0,0.6,0.67,0.5,29,0.5,0.33,0.5,9,0.5,1
163,88310,4,0,0,0,176,4,97,22818,66,65492,2.87,52,1420,235.24,992.3,0,1420,1420,1.47,0.18,0.18,0.65,0.33,221.95,0.33,0.41,0.33,433.79,0.33,1
2,692,0,0,0,2,176,2,2,692,2,692,1,52,1420,346,346,0,1420,1420,1,0.01,0.01,0.65,0.33,221.95,0.33,0.41,0.33,433.79,0.33,1
14,1388,2,0,0,0,12,4,8,538,6,850,1.58,68,52,67.25,141.67,0.01,98,539,1.33,0,0.01,0.5,0.5,25,0.5,0.13,0.5,0.13,0.5,1
10101,7805658,24,0,0,0,10038,67,4797,406392,5304,7399266,18.21,64,1420,84.72,1395.04,0,1420,1420,0.9,9.29,0,0.09,0.02,15.2,0.02,0.18,0.02,251.88,0.02,1
4305,3337136,18,1,0,0,4237,135,1960,197386,2345,3139750,15.91,64,1420,100.71,1338.91,0,1420,1420,0.84,0.18,0,0.05,0.01,15.96,0.01,0.19,0.01,259.66,0.01,1
45416,45780164,6,0,0,0,45380,171,13490,851193,31926,44928971,52.78,52,1420,63.1,1407.28,0,1420,1420,0.42,0,0.04,0.09,0.03,6.98,0.03,0.9,0.03,1266.35,0.03,1
1725,1216071,0,0,0,0,1725,171,890,89298,835,1126773,12.62,52,1420,100.33,1349.43,0,1420,1420,1.07,4.84,0,0.08,0.03,25.56,0.03,0.06,0.03,78.45,0.03,1
14,851,1,0,0,0,13,172,8,539,6,312,0.58,58,52,67.38,52,0.02,121,52,1.33,6.77,0,0.08,1,0.08,1,0.08,1,0.08,1,1
48,3937,2,0,0,2,44,176,29,2375,21,2254,0.95,52,52,81.9,107.33,0.01,348,536,1.38,2.18,0,0.28,0.25,16.41,0.25,0.13,0.25,4.91,0.25,1
1983,126457,4,0,0,0,1967,192,1972,125194,11,1263,0.01,64,46,63.49,114.82,0.02,1378,535,179.27,1.03,0,114.59,0.06,7027.06,0.06,0.18,0.06,4.76,0.06,1
24,1380,0,0,0,0,24,192,15,885,9,495,0.56,64,46,59,55,0.02,1378,535,1.67,0,0,0.47,0.06,22.93,0.06,0.2,0.06,6.2,0.06,1
21,1305,0,0,0,0,21,192,14,926,7,379,0.41,64,46,66.14,54.14,0.02,1378,535,2,0.12,0,0.54,0.06,26.46,0.06,0.15,0.06,4.08,0.06,1
5,303,0,0,0,0,5,192,5,303,0,0,0,64,46,66.14,54.14,0.02,1378,535,0,0.12,0,0.54,0.06,26.46,0.06,0.15,0.06,4.08,0.06,1
765,299605,24,0,0,0,642,123,601,221855,164,77750,0.35,52,203,369.14,474.09,0,1420,1420,3.66,0.18,0,1.81,0.01,783.04,0.01,0.17,0.01,66.55,0.01,1
67,9900,0,0,0,0,64,126,56,8606,11,1294,0.15,52,52,153.68,117.64,0.01,1326,573,5.09,37.15,0.22,1.95,0.33,214.25,0.33,0.3,0.33,47.2,0.33,1
8,1438,0,0,0,0,68,4,6,1334,2,104,0.08,304,52,222.33,52,0.01,305,52,3,58.77,4.2,0.25,0.33,0.25,0.33,0.25,0.33,0.25,0.33,1
34,3070,0,0,0,0,97,5,28,2782,6,288,0.1,52,52,99.36,48,0.01,305,52,4.67,13.71,5.73,0.32,0.25,14.23,0.25,0.09,0.25,1.86,0.25,1
63,8679,7,0,0,0,51,17,56,7441,7,1238,0.17,83,40,132.88,176.86,0.01,1137,523,8,12.65,6.85,1.38,0.08,198.1,0.08,0.1,0.08,1.95,0.08,1
17,2058,8,0,0,0,57,11,15,1954,2,104,0.05,105,40,130.27,52,0.01,305,52,7.5,4.17,0.41,0.4,0.1,10.6,0.1,0.2,0.1,0.2,0.1,1
11,2694,0,0,0,2,3,19,10,2654,3,732,0.28,305,344,265.4,244,0,348,348,3.33,0.12,0.01,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
8,1486,1,0,0,0,6,5,8,1486,0,0,0,305,344,265.4,244,0,348,348,0,0.12,24.68,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
12,2024,2,0,0,0,11,7,12,2024,0,0,0,305,344,265.4,244,0,348,348,0,0.12,5.02,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
6,1396,2,0,0,0,11,6,6,1396,0,0,0,305,344,265.4,244,0,348,348,0,0.12,4.61,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
8,2436,0,0,0,0,11,8,8,2436,0,0,0,305,344,265.4,244,0,348,348,0,0.12,4.2,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
15,3688,2,0,0,2,20,6,14,3161,3,1219,0.39,145,348,225.79,406.33,0,1081,527,4.67,0.08,0.09,9,0.2,1736,0.2,1,0.2,1,0.2,1
1,304,0,0,0,0,20,1,1,304,0,0,0,145,348,225.79,406.33,0,1081,527,0,0.08,0.09,9,0.2,1736,0.2,1,0.2,1,0.2,1
4,1217,0,0,0,0,20,4,4,1217,0,0,0,145,348,225.79,406.33,0,1081,527,0,0.08,29.18,9,0.2,1736,0.2,1,0.2,1,0.2,1
2,357,0,0,0,0,21,1,2,357,0,0,0,145,348,225.79,406.33,0,1081,527,0,0.08,33.53,9,0.2,1736,0.2,1,0.2,1,0.2,1
8,1961,0,0,0,0,23,6,8,1961,0,0,0,145,348,225.79,406.33,0,1081,527,0,0.08,5.02,9,0.2,1736,0.2,1,0.2,1,0.2,1
26,9104,3,0,0,0,42,7,15,3623,11,5481,1.51,241,336,241.53,498.27,0,1184,1420,1.36,0.01,0.02,0.23,0.17,57.54,0.17,0.38,0.17,145.31,0.17,1
7,2215,0,0,0,2,42,7,7,2215,2,692,0.31,241,336,316.43,346,0,1184,1420,3.5,9.44,9.44,0.23,0.17,57.54,0.17,0.38,0.17,145.31,0.17,1
2,609,0,0,0,0,42,2,2,609,0,0,0,241,336,316.43,346,0,1184,1420,0,9.44,5.84,0.23,0.17,57.54,0.17,0.38,0.17,145.31,0.17,1
11,2413,2,0,0,0,44,9,10,2361,1,52,0.02,304,52,236.1,52,0,305,52,10,17.09,2.66,0.5,0.13,0.5,0.13,0.5,0.13,0.5,0.13,1
8,1697,0,0,0,0,47,5,7,1657,1,40,0.02,304,40,236.71,40,0,305,40,7,7.89,0.82,3,0.25,136,0.25,1,0.25,1,0.25,1
6,1356,0,0,0,0,49,4,6,1356,0,0,0,304,40,236.71,40,0,305,40,0,7.89,29.18,3,0.25,136,0.25,1,0.25,1,0.25,1
62,28407,4,0,0,0,102,9,34,4294,28,24113,5.62,52,1420,126.29,861.18,0,310,1420,1.21,39.02,4.91,0.15,0.13,23.95,0.13,0.2,0.13,238.15,0.13,1
838,481440,14,0,0,0,785,53,425,123423,413,358017,2.9,52,1420,290.41,866.87,0,1420,1420,1.03,0.03,0,0.25,0.02,159.47,0.02,0.29,0.02,272.63,0.02,1
241,148568,0,0,0,0,233,61,130,78349,111,70219,0.9,145,169,602.68,632.6,0,1420,1420,1.17,0.11,0.11,0.36,0.13,365.77,0.13,0.35,0.13,248.55,0.13,1
4,700,0,0,0,0,2,63,3,648,1,52,0,145,169,602.68,632.6,0,1420,1420,0,0.11,0,0.36,0.13,365.77,0.13,0.35,0.13,248.55,0.13,1
16,1714,3,0,0,0,12,6,11,1454,5,260,0.18,89,52,132.18,52,0.01,305,52,2.2,16.97,17.01,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,1
75,7765,11,0,0,0,65,22,60,6495,15,1270,0.2,52,52,108.25,84.67,0.01,305,539,4,0.21,0.24,0.41,0.05,21.78,0.05,0.08,0.05,2.84,0.05,1
118,33542,4,0,0,0,106,34,66,11095,52,22447,2.02,60,188,168.11,431.67,0,1134,1420,1.27,0.53,0.04,0.22,0.08,43.03,0.08,0.25,0.08,116.55,0.08,1
12,1997,0,0,0,2,7,39,9,1877,5,812,0.43,305,346,208.56,162.4,0.01,348,348,1.8,0.5,0.12,0.75,0.2,26.25,0.2,0.25,0.2,0.25,0.2,1
12,2840,4,0,0,0,7,12,12,2840,0,0,0,305,346,208.56,162.4,0.01,348,348,0,0.5,0.31,0.75,0.2,26.25,0.2,0.25,0.2,0.25,0.2,1
17,1530,3,0,0,0,12,17,11,1230,6,300,0.24,83,52,111.82,50,0.01,304,52,1.83,0.05,0.04,0.09,0.2,0.09,0.2,0.09,0.2,0.09,0.2,1
65,13681,6,0,0,0,58,24,60,12503,5,1178,0.09,52,40,208.38,235.6,0,1420,532,12,0.02,0,2.05,0.14,388.63,0.14,0.05,0.14,0.05,0.14,1
53,15610,4,0,0,0,102,9,39,6708,14,8902,1.33,60,746,172,635.86,0,1048,1420,2.79,0.09,0.1,1.35,0.13,219.94,0.13,0.35,0.13,331.41,0.13,1
4,1217,0,0,0,0,102,4,4,1217,0,0,0,60,746,172,635.86,0,1048,1420,0,0.09,4.91,1.35,0.13,219.94,0.13,0.35,0.13,331.41,0.13,1
19,3428,7,0,0,2,108,13,16,2621,5,1499,0.57,87,434,163.81,299.8,0.01,348,520,3.2,0.01,0.01,1.33,0.08,78,0.08,0.33,0.08,0.33,0.08,1
15,1897,0,0,0,0,11,17,14,1845,1,52,0.03,83,52,131.79,52,0.01,305,52,14,1,0.01,0.83,0.25,34.83,0.25,0.17,0.25,0.17,0.25,1
6,1396,2,0,0,0,11,6,6,1396,0,0,0,83,52,131.79,52,0.01,305,52,0,1,10.04,0.83,0.25,34.83,0.25,0.17,0.25,0.17,0.25,1
42,9647,2,0,0,0,45,8,23,6035,19,3612,0.6,103,86,262.39,190.11,0,1183,725,1.21,11.54,5.02,0.23,0.14,61.14,0.14,0.41,0.14,106.59,0.14,1
120,44765,6,0,0,2,153,12,75,24949,47,20508,0.82,60,214,332.65,436.34,0,1420,1420,1.6,0.07,0.07,0.57,0.09,298.47,0.09,0.27,0.09,124.05,0.09,1
3,913,0,0,0,0,153,3,3,913,0,0,0,60,214,332.65,436.34,0,1420,1420,0,0.07,33.79,0.57,0.09,298.47,0.09,0.27,0.09,124.05,0.09,1
6,1828,0,0,0,0,153,6,6,1828,0,0,0,60,214,332.65,436.34,0,1420,1420,0,0.07,3.69,0.57,0.09,298.47,0.09,0.27,0.09,124.05,0.09,1
17,1923,0,0,0,0,13,10,12,1663,5,260,0.16,67,52,138.58,52,0.01,304,52,2.4,8.21,0.04,0.18,0.25,4.82,0.25,0.09,0.25,0.09,0.25,1
21,2450,0,0,0,0,16,15,16,2250,5,200,0.09,83,40,140.63,40,0.01,305,40,3.2,8.3,8.19,0.78,0.2,34.78,0.2,0.11,0.2,0.11,0.2,1
5,579,0,0,0,0,4,16,3,444,2,135,0.3,87,52,148,67.5,0.01,305,52,1.5,0.09,0,1,1,44,1,0.5,1,0.5,1,1
969,533888,14,0,0,0,887,82,509,154278,460,379610,2.46,52,1378,303.1,825.24,0,1420,1420,1.11,0.08,0,0.28,0.01,177.75,0.01,0.25,0.01,223.13,0.01,1
74,10247,2,0,0,0,959,2,57,7008,17,3239,0.46,52,60,122.95,190.53,0.01,1325,702,3.35,0.05,0.08,1.62,1,161.81,1,0.23,1,61.31,1,1
2348,278064,8,0,0,0,3259,48,2224,243123,124,34941,0.14,52,86,109.32,281.78,0.01,1420,1420,17.94,0.11,0,13.53,0.02,1244.41,0.02,0.23,0.02,84.65,0.02,1
29,2848,0,0,0,0,29,48,17,1589,12,1259,0.79,52,86,93.47,104.92,0.01,1420,1420,1.42,16.85,0.04,0.12,0.02,4.2,0.02,0.08,0.02,2.12,0.02,1
70,15574,2,0,0,0,68,50,47,8496,23,7078,0.83,52,86,180.77,307.74,0,1420,1420,2.04,3.94,0,0.62,0.5,130.76,0.5,0.24,0.5,80,0.5,1
23,2387,2,0,0,2,19,54,16,1547,9,1532,0.99,52,52,96.69,170.22,0.01,348,528,1.78,0.03,0,0.27,0.25,15.6,0.25,0.07,0.25,0.07,0.25,1
64,17101,4,0,0,0,60,58,34,4815,30,12286,2.55,60,145,141.62,409.53,0,1085,1420,1.13,0.61,0,0.21,0.25,27.67,0.25,0.24,0.25,96.4,0.25,1
22,1802,12,0,0,0,10,70,13,847,9,955,1.13,60,137,65.15,106.11,0.01,83,142,1.44,4.47,0.04,1,0.08,41.8,0.08,0.2,0.08,0.2,0.08,1
6,331,0,0,0,0,6,70,3,187,3,144,0.77,60,137,62.33,48,0.02,83,142,1,0.32,0.04,0.2,0.08,0.2,0.08,0.2,0.08,0.2,0.08,1
5,867,0,0,0,2,3,72,4,827,3,732,0.89,344,344,206.75,244,0.01,348,348,1.33,0.02,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
16,5141,6,0,0,0,13,6,13,4337,3,804,0.19,91,141,333.62,268,0,1420,531,4.33,0.09,0.1,10,0.2,4074,0.2,1,0.2,1,0.2,1
9,2531,0,0,0,0,9,6,9,2531,0,0,0,91,141,333.62,268,0,1420,531,0,0.09,0.1,10,0.2,4074,0.2,1,0.2,1,0.2,1
2,692,0,0,0,2,9,2,2,692,2,692,1,91,141,346,346,0,1420,531,1,0.01,0.01,10,0.2,4074,0.2,1,0.2,1,0.2,1
431,123974,12,0,0,0,390,41,398,107121,33,16853,0.16,52,344,269.15,510.7,0,1420,1420,12.06,8.06,0,2.51,0.02,699.78,0.02,0.05,0.02,41.85,0.02,1
230,87682,8,0,0,0,217,54,204,79490,26,8192,0.1,52,94,389.66,315.08,0,1420,1420,7.85,20.48,0.02,1.68,0.08,881.06,0.08,0.12,0.08,27.62,0.08,1
48,20194,0,0,0,0,258,7,32,8674,16,11520,1.33,52,1016,271.06,720,0,1420,1420,2,4.92,2.36,0.59,0.17,205.55,0.17,0.36,0.17,308.59,0.17,1
13,2710,0,0,0,0,263,8,11,2606,2,104,0.04,305,1016,236.91,52,0,305,52,5.5,19.44,12.39,0.2,0.14,0.2,0.14,0.2,0.14,0.2,0.14,1
38,3603,0,0,0,0,32,14,35,3459,3,144,0.04,52,52,98.83,48,0.01,305,52,11.67,17.74,0.8,0.68,0.17,32.89,0.17,0.05,0.17,0.05,0.17,1
57,8078,2,0,0,0,48,23,52,7363,5,715,0.1,60,52,141.6,143,0.01,1111,531,10.4,0.01,0.01,1.29,0.11,186.62,0.11,0.05,0.11,0.05,0.11,1
32,6253,2,0,0,2,69,11,29,5650,5,1295,0.23,83,344,194.83,259,0.01,1357,523,5.8,0.01,0.01,1.75,0.1,288.25,0.1,0.13,0.1,0.13,0.1,1
9,2265,0,0,0,0,71,7,9,2265,0,0,0,83,344,194.83,259,0.01,1357,523,0,0.01,4.92,1.75,0.1,288.25,0.1,0.13,0.1,0.13,0.1,1
5,1271,0,0,0,0,72,4,5,1271,0,0,0,83,344,194.83,259,0.01,1357,523,0,0.01,5.02,1.75,0.1,288.25,0.1,0.13,0.1,0.13,0.1,1
12,2202,0,0,0,0,6,10,12,2202,0,0,0,83,344,194.83,259,0.01,1357,523,0,0.01,1.25,1.75,0.1,288.25,0.1,0.13,0.1,0.13,0.1,1
25,5278,2,0,0,0,20,15,15,3284,10,1994,0.61,84,159,218.93,199.4,0,1179,610,1.5,56.68,0,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
2,609,0,0,0,0,20,2,2,609,0,0,0,84,159,218.93,199.4,0,1179,610,0,56.68,52.63,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
4,1302,0,0,0,2,20,4,4,1302,2,692,0.53,84,159,325.5,346,0,1179,610,2,34.23,5.02,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
3,914,0,0,0,0,20,3,3,914,0,0,0,84,159,325.5,346,0,1179,610,0,34.23,37.58,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
10,1815,0,0,0,0,5,8,9,1763,1,52,0,84,159,325.5,346,0,1179,610,0,34.23,0.04,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
6,1561,0,0,0,0,1,13,5,1521,1,40,0,84,159,325.5,346,0,1179,610,0,34.23,8.05,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
4,1218,0,0,0,0,1,4,4,1218,0,0,0,84,159,325.5,346,0,1179,610,0,34.23,10.04,0.33,0.2,60.42,0.2,0.42,0.2,95.58,0.2,1
24,5481,2,0,0,0,19,6,13,3316,11,2165,0.65,204,86,255.08,196.82,0,1080,725,1.18,13.08,2.56,0.27,0.2,61.18,0.2,0.55,0.2,120.73,0.2,1
5,1607,0,0,0,2,19,5,5,1607,2,692,0.43,204,86,321.4,346,0,1080,725,2.5,44.33,35.02,0.27,0.2,61.18,0.2,0.55,0.2,120.73,0.2,1
3,913,0,0,0,0,19,3,3,913,0,0,0,204,86,321.4,346,0,1080,725,0,44.33,2.56,0.27,0.2,61.18,0.2,0.55,0.2,120.73,0.2,1
8,1439,0,0,0,0,23,4,6,1335,2,104,0.08,304,86,222.5,52,0.01,305,52,3,15.85,10.03,0.25,0.33,0.25,0.33,0.25,0.33,0.25,0.33,1
10,2054,0,0,0,0,27,6,9,2014,1,40,0.02,304,40,223.78,40,0,305,40,9,8.35,2.56,4,0.2,188,0.2,1,0.2,1,0.2,1
16,2850,5,0,0,0,31,12,14,2715,2,135,0.05,89,40,193.93,67.5,0.01,305,83,7,12.06,2.46,0.67,0.09,29.33,0.09,0.33,0.09,0.33,0.09,1
7,2132,0,0,0,0,31,7,7,2132,0,0,0,89,40,193.93,67.5,0.01,305,83,0,12.06,2.56,0.67,0.09,29.33,0.09,0.33,0.09,0.33,0.09,1
672,214770,28,1,0,0,569,103,507,147076,165,67694,0.46,52,177,290.09,410.27,0,1420,1420,3.07,0.01,0,1.42,0.01,467.87,0.01,0.24,0.01,100.01,0.01,1
80,12044,4,0,0,0,636,13,64,9659,16,2385,0.25,52,62,150.92,149.06,0.01,1326,573,4,9.39,0.82,1.74,0.08,188.91,0.08,0.26,0.08,41.04,0.08,1
79,55241,4,1,0,0,704,11,71,53956,8,1285,0.02,1183,119,759.94,160.63,0,1420,515,8.88,0.18,0.19,3.79,0.1,3554.5,0.1,0.21,0.1,29.21,0.1,1
15,2055,0,0,0,0,714,5,10,1795,5,260,0.14,64,52,179.5,52,0.01,305,52,2,17.79,5.02,0.1,0.25,0.1,0.25,0.1,0.25,0.1,0.25,1
66,10037,2,0,0,0,61,10,58,9135,8,902,0.1,52,40,157.5,112.75,0.01,1420,523,7.25,0,0,1.1,0.2,231.21,0.2,0.03,0.2,0.03,0.2,1
47,7278,0,0,0,0,100,8,44,7134,3,144,0.02,60,52,162.14,48,0.01,1139,52,14.67,0.41,0.38,1.11,0.14,185.63,0.14,0.05,0.14,0.05,0.14,1
10,1946,0,0,0,2,5,13,9,1906,3,732,0.38,304,344,211.78,244,0.01,348,348,3,0.15,0,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
9,2247,0,0,0,0,7,7,9,2247,0,0,0,304,344,211.78,244,0.01,348,348,0,0.15,0.92,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
8,963,0,0,0,0,6,9,8,963,0,0,0,304,344,211.78,244,0.01,348,348,0,0.15,5.84,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
13,2536,0,0,0,0,6,16,13,2536,0,0,0,304,344,211.78,244,0.01,348,348,0,0.15,0.01,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
1,305,0,0,0,0,6,1,1,305,0,0,0,304,344,211.78,244,0.01,348,348,0,0.15,0.01,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
9,2741,0,0,0,0,6,9,9,2741,0,0,0,304,344,211.78,244,0.01,348,348,0,0.15,0.92,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
2,692,0,0,0,2,6,2,2,692,2,692,1,304,344,346,346,0,348,348,1,0.01,0.01,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
5,1523,0,0,0,0,6,5,5,1523,0,0,0,304,344,346,346,0,348,348,0,0.01,4.1,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
4,787,2,0,0,0,6,4,4,787,0,0,0,304,344,346,346,0,348,348,0,0.01,35.94,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
9,2525,1,0,0,0,6,9,9,2525,0,0,0,304,344,346,346,0,348,348,0,0.01,4.1,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,1
13,3581,2,0,0,0,14,5,12,3054,1,527,0.17,65,527,254.5,527,0,1095,527,12,47.19,35.02,8,0.25,2018,0.25,1,0.25,1,0.25,1
16,4627,0,0,0,0,22,8,16,4627,0,0,0,65,527,254.5,527,0,1095,527,0,47.19,0.92,8,0.25,2018,0.25,1,0.25,1,0.25,1
5,1605,0,0,0,2,22,5,5,1605,2,692,0.43,65,527,321,346,0,1095,527,2.5,0.11,0.11,8,0.25,2018,0.25,1,0.25,1,0.25,1
3,662,0,0,0,0,23,2,3,662,0,0,0,65,527,321,346,0,1095,527,0,0.11,5.02,8,0.25,2018,0.25,1,0.25,1,0.25,1
95,39189,6,0,0,0,79,39,57,13220,38,25969,1.96,67,523,231.93,683.39,0,1378,1420,1.5,56.08,5.02,0.61,0.03,120.1,0.03,0.26,0.03,122.94,0.03,1
8,968,0,0,0,0,81,6,6,846,2,122,0.14,83,523,141,61,0.01,305,67,3,0.32,0.26,2,0.2,53,0.2,1,0.2,1,0.2,1
12,2528,1,0,0,0,85,8,10,2393,2,135,0.06,304,523,239.3,67.5,0,305,83,5,5.87,3.99,0.67,0.14,29.33,0.14,0.33,0.14,0.33,0.14,1
5,1606,0,0,0,2,85,5,5,1606,2,692,0.43,304,523,321.2,346,0,305,83,2.5,57.92,5.02,0.67,0.14,29.33,0.14,0.33,0.14,0.33,0.14,1
1,348,0,0,0,1,0,1,1,348,1,348,1,304,523,348,348,0,305,83,1,0,0,0.67,0.14,29.33,0.14,0.33,0.14,0.33,0.14,1
519,189720,26,1,0,2,454,65,365,98852,154,90860,0.92,52,345,270.83,590,0,1420,1420,2.37,0.01,0.01,1.15,0.02,382.01,0.02,0.24,0.02,178.08,0.02,1
212,49259,2,0,0,0,210,67,177,40025,35,9234,0.23,52,64,226.13,263.83,0,1420,1420,5.06,0.81,0.29,2.63,0.5,569.13,0.5,0.28,0.5,86.06,0.5,1
21,1198,0,0,0,0,21,67,14,771,7,427,0.55,52,64,55.07,61,0.02,1420,1420,2,21.49,0.04,0.11,0.5,2.79,0.5,0.05,0.5,0.05,0.5,1
46,3133,2,0,0,0,44,69,36,2218,10,915,0.41,52,40,61.61,91.5,0.01,98,531,3.6,0.08,0.02,0.75,0.5,38.17,0.5,0.13,0.5,3.38,0.5,1
40,5365,2,0,0,0,38,71,35,4658,5,707,0.15,52,287,133.09,141.4,0.01,1140,523,7,0.13,0.04,1.71,0.5,272,0.5,0.07,0.5,0.07,0.5,1
5,824,0,0,0,2,3,73,3,744,4,772,1.04,52,287,248,193,0.01,348,523,0.75,0.08,23.48,1,0.5,1,0.5,2,0.5,41,0.5,1
112,58434,6,4,0,0,109,6,69,54672,43,3762,0.07,1420,52,792.35,87.49,0,1420,283,1.6,0.19,0.2,0.85,0.2,1089.48,0.2,0.4,0.2,29.15,0.2,1
