totalPkt,totalSize,DNSpkt,httpPkt,httpsPkt,DHCPpkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
94430,102648862,45,0,0,0,69258,31734,27010,1718929,67442,100930261,58.72,52,1500,63.64,1496.55,0,2383,13180,0.4,0,0,0.62,0,32.48,0,2.44,0,3798.76,0,0
84000,82192642,50,0,0,0,43758,71976,28943,2030446,55089,80163172,39.48,69,1378,70.15,1455.16,0,1666,16100,0.53,0,0,0.91,0,52.47,0,2.12,0,3335.63,0,0
80732,83888809,37,0,0,0,76840,47650,23141,1752259,57625,82138918,46.88,69,1378,75.72,1425.4,0,1791,13180,0.4,0,0.01,0.7,0,52.99,0,3.83,0,5836.19,0,0
48514,49587255,18,0,0,0,24713,71451,15354,1034114,33185,48554985,46.95,69,1378,67.35,1463.16,0,2514,16100,0.46,0.01,1.27,0.56,0,32.59,0,2,0,3164.87,0,0
71238,77038836,27,0,0,0,47170,95519,19519,1400513,51741,75640083,54.01,52,1500,71.75,1461.9,0,1661,8800,0.38,0.04,0,1.04,0,60.82,0,4.14,0,6325.83,0,0
158888,178428275,29,0,0,0,174332,31726,40929,2728860,117980,175699680,64.39,52,1500,66.67,1489.23,0,2149,17560,0.35,0,0.02,1.03,0,57,0,4.26,0,6489.62,0,0
155181,168736307,70,0,0,0,105265,81642,41887,2991040,113336,165749012,55.42,52,1500,71.41,1462.46,0,2136,11720,0.37,0.06,0.07,0.92,0,55.03,0,3.81,0,5783.01,0,0
137651,156272532,35,0,0,0,210716,32200,34393,2272494,103295,154002445,67.77,52,1500,66.07,1490.9,0,2930,14640,0.33,0,0.03,1.03,0,58.94,0,4.64,0,7114.24,0,0
120133,132376263,29,0,0,0,90246,62087,33089,2125494,87080,130252308,61.28,52,1500,64.24,1495.78,0,1949,14532,0.38,0,0.01,0.8,0,43.27,0,3.04,0,4700.75,0,0
84637,99834082,17,0,0,0,67055,79669,18663,1501438,66025,98336130,65.49,52,1500,80.45,1489.38,0,2960,7292,0.28,0,0,0.79,0,65.37,0,4.86,0,7410.63,0,0
55036,59006485,62,0,0,0,43918,11118,17041,1154531,38054,57862116,50.12,52,1500,67.75,1520.53,0,2948,23220,0.45,0,0.02,1.6,0,91.7,0,4.4,0,6970.84,0,0
36860,41405249,23,0,0,0,29945,18033,10584,700579,26311,40710943,58.11,52,1500,66.19,1547.3,0,1841,20324,0.4,0.01,0,1.56,0,92.46,0,4.99,0,7982.12,0,0
32217,38925013,11,0,0,0,32197,18053,8247,517759,23986,38407436,74.18,52,1500,62.78,1601.24,0,2948,20324,0.34,0,0,1.36,0.05,80.9,0.05,4.95,0.05,7925.57,0.05,0
37132,46197860,20,0,0,0,37094,18091,8662,575098,28493,45625525,79.34,52,1500,66.39,1601.29,0,2973,13084,0.3,0.14,0.14,1.2,0.03,76.18,0.03,5.13,0.03,8242.17,0.03,0
27361,32190426,29,0,0,0,27301,18151,6864,486126,20516,31705848,65.22,52,1500,70.82,1545.42,0,2029,15980,0.33,0.35,0.29,0.95,0.02,59.98,0.02,3.84,0.02,6044.28,0.02,0
44385,51349999,25,0,0,0,44334,18202,12157,801892,32272,50557579,63.05,52,1500,65.96,1566.61,0,2948,18876,0.38,0.09,0.18,1.49,0.02,93.63,0.02,4.82,0.02,7598.13,0.02,0
50976,57169042,37,0,0,0,45690,23488,14435,939480,36565,56231487,59.85,52,1500,65.08,1537.85,0,1811,24668,0.39,0,0.03,1.5,0,89.55,0,4.77,0,7503.64,0,0
69406,74626778,40,0,0,0,35499,57395,20479,1445419,48970,73190364,50.64,69,1500,70.58,1494.6,0,2948,14532,0.42,0.01,0.02,1.81,0,109.85,0,6.23,0,10078.88,0,0
66579,72356122,80,0,0,0,44313,79661,20022,1461450,46580,70896736,48.51,52,1500,72.99,1522.04,0,2948,8250,0.43,0.03,0.04,1.33,0,85.87,0,4.22,0,6800.48,0,0
44306,48400613,74,0,0,0,31976,91991,13120,1057909,31235,47348076,44.76,52,1500,80.63,1515.87,0,2960,20324,0.42,0.19,0.01,1.52,0,119.92,0,4.76,0,7592,0,0
53114,58902625,71,0,0,0,38343,106762,15581,1146535,37598,57767266,50.38,52,1500,73.59,1536.45,0,2948,20324,0.41,0,0,1.28,0,81.97,0,4.25,0,6846.11,0,0
59408,62547917,245,0,0,0,40761,125409,17757,2235823,41676,60313399,26.98,52,1500,125.91,1447.2,0,3545,18876,0.43,0,0,0.75,0,95.17,0,2.89,0,4552.28,0,0
37517,43351439,51,0,0,0,29538,133388,9811,771991,27733,42582942,55.16,52,1500,78.69,1535.46,0,2948,16100,0.35,0.04,0.02,1.22,0,88.95,0,4.96,0,7932.91,0,0
42046,47165438,50,0,0,0,27464,147970,11730,936746,30384,46248955,49.37,52,1500,79.86,1522.15,0,2960,17560,0.39,0.09,0.15,1.26,0,97.97,0,4.89,0,7869.16,0,0
7244,8047232,14,0,0,0,32748,1960,2084,138733,5164,7908808,57.01,52,1500,66.57,1531.53,0,2294,14993,0.4,0.06,0.04,2.25,0,131.31,0,7.03,0,11241.96,0,0
42510,46689038,60,0,0,0,62781,12477,12654,996032,29933,45700067,45.88,52,1500,78.71,1526.75,0,2960,21772,0.42,0.37,0.36,1.4,0,101.88,0,4.48,0,7237.01,0,0
46456,54167590,44,0,0,0,33471,25462,11584,879173,34896,53291165,60.62,52,1500,75.9,1527.14,0,2960,19020,0.33,0,0,1.12,0,78.45,0,5.44,0,8671.79,0,0
38066,42831968,49,0,0,0,26963,36565,10659,1046555,27463,41796691,39.94,52,1500,98.19,1521.93,0,2960,20324,0.39,0.02,0.03,1.52,0,166.51,0,5.43,0,8727.12,0,0
37464,45426428,37,0,0,0,36728,37301,8867,653446,28651,44782385,68.53,52,1500,73.69,1563.03,0,2948,13180,0.31,0,0.01,1.65,0,112.78,0,6.62,0,10433.84,0,0
29281,35840072,47,0,0,0,29188,37394,7080,522938,22237,35321119,67.54,52,1500,73.86,1588.39,0,2224,20324,0.32,0.02,0.03,1.2,0.01,82.07,0.01,4.92,0.01,7884.44,0.01,0
30189,36445911,58,0,0,0,29826,37757,7396,562145,22817,35885522,63.84,52,1500,76.01,1572.75,0,1841,9978,0.32,0.03,0.02,1.13,0,74.44,0,4.64,0,7440.82,0,0
51700,57653401,78,0,0,0,51542,37915,15412,962242,36314,56692529,58.92,52,1500,62.43,1561.18,0,2507,13084,0.42,0.04,0.01,1.76,0.01,97.85,0.01,4.85,0.01,7683.17,0.01,0
68130,70217060,59,0,0,0,68012,38033,23697,1498114,44461,68719844,45.87,52,1500,63.22,1545.62,0,2948,20324,0.53,0,0,1.11,0.01,57.97,0.01,2.56,0.01,4031.21,0.01,0
83910,86699033,75,0,0,0,83768,38175,29091,1675602,54881,85033376,50.75,40,1500,57.6,1549.41,0,2888,17560,0.53,0,0.01,1.17,0.01,58.59,0.01,2.67,0.01,4194.96,0.01,0
63522,68918039,24,0,0,0,63468,38229,20110,1087539,43441,67832518,62.37,40,1500,54.08,1561.49,0,3153,14532,0.46,0,0.03,3.18,0.02,156.43,0.02,7.43,0.02,11652.71,0.02,0
53358,59455086,30,0,0,0,53300,38287,16401,912411,36970,58542537,64.16,52,1500,55.63,1583.51,0,2948,20480,0.44,0,0.03,2.79,0.02,141.45,0.02,6.92,0.02,11019.16,0.02,0
40755,46156753,19,0,0,0,40717,38325,12346,684450,28429,45474074,66.44,52,1500,55.44,1599.57,0,2948,21772,0.43,0.17,0,2.64,0.03,134.8,0.03,6.72,0.03,10763.84,0.03,0
46695,53438286,30,0,0,0,46634,38386,13330,764089,33377,52675239,68.94,52,1500,57.32,1578.19,0,2040,18876,0.4,0.02,0.06,1.89,0.02,99.79,0.02,5.48,0.02,8708.13,0.02,0
34147,40027837,30,0,0,0,34087,38446,9158,604552,25000,39423580,65.21,52,1500,66.01,1576.94,0,2948,18876,0.37,0.01,0.02,1,0.02,59.65,0.02,3.69,0.02,5876.65,0.02,0
50349,57239144,40,0,0,0,50264,38531,14916,978995,35456,56265112,57.47,52,1500,65.63,1586.9,0,2948,21772,0.42,0.05,0.03,1.04,0.01,61.12,0.01,3.26,0.01,5235.41,0.01,0
547,71774,2,0,0,0,376,171,346,42747,210,29634,0.69,79,90.5,123.55,141.11,0.01,1500,3215,1.65,0,0,0.01,0.01,1.12,0.01,0.03,0.01,5.07,0.01,1
15,956,0,0,0,0,15,171,14,908,14,908,1,56,56,64.86,64.86,0.02,109,109,1,0.31,0.31,0.5,0.01,33.9,0.01,0.5,0.01,33.9,0.01,1
11,756,0,0,0,0,11,171,10,647,10,647,1,56,56,64.7,64.7,0.01,109,109,1,0.3,0.3,0.57,0.01,39.86,0.01,0.57,0.01,39.86,0.01,1
2084,1896084,47,23,0,0,2041,54,1037,106862,1119,1850693,17.32,40,1500,103.05,1653.88,0,4420,9476,0.93,2.64,2.34,0.28,0.02,29.95,0.02,0.38,0.02,620,0.02,1
1403,814502,66,71,0,0,3344,100,879,250113,825,750302,3,40,231,284.54,909.46,0,4420,10260,1.07,0.05,0.05,0.27,0.01,98.97,0.01,0.25,0.01,288.56,0.01,1
2748,330175,8,100,0,0,2736,112,2214,139524,588,191729,1.37,48,44,63.02,326.07,0.01,1500,5880,3.77,1.27,0.18,0.07,0.08,15.62,0.08,0.04,0.08,26.58,0.08,1
6387,566226,44,164,0,0,6340,159,5566,335970,857,231840,0.69,48,40,60.36,270.53,0.01,1500,5880,6.49,0.07,0,0.05,0.02,12.66,0.02,0.03,0.02,17.85,0.02,1
6702,627817,26,174,0,0,6675,186,5813,381821,1085,281858,0.74,48,40,65.68,259.78,0.01,2960,8800,5.36,0.06,0,0.07,0.04,13.95,0.04,0.04,0.04,18.09,0.04,1
5974,495042,24,134,0,0,5944,214,5317,314104,720,184227,0.59,48,40,59.08,255.87,0.01,1500,10260,7.38,0.91,0.1,0.05,0.04,12.67,0.04,0.03,0.04,15.45,0.04,1
5796,679721,9,123,0,0,5786,224,5054,301000,775,380740,1.26,48,40,59.56,491.28,0.01,1500,10260,6.52,0.06,0.06,0.05,0.1,13.08,0.1,0.04,0.1,27.21,0.1,1
5901,574128,60,130,0,0,5838,287,5241,322164,712,254277,0.79,48,40,61.47,357.13,0.01,1500,10260,7.36,0.12,0,0.05,0.02,12.93,0.02,0.03,0.02,21.61,0.02,1
1300,129201,0,37,0,0,1298,289,1084,71446,404,66181,0.93,48,40,65.91,163.81,0.01,1500,5880,2.68,0.03,0.07,0.06,0.5,18.22,0.5,0.05,0.5,28.75,0.5,1
885,139114,16,39,0,0,864,309,598,51453,477,96586,1.88,45,40,86.04,202.49,0.01,1500,2001,1.25,0.06,0,0.14,0.05,34.15,0.05,0.14,0.05,78.71,0.05,1
1272,470715,30,41,0,0,1228,345,910,226303,762,419201,1.85,45,45,248.68,550.13,0,1500,5880,1.19,1.23,0.2,0.2,0.03,80.07,0.03,0.18,0.03,214.45,0.03,1
1057,403700,8,29,0,0,1044,357,789,197939,639,358868,1.81,48,45,250.87,561.61,0,1500,7340,1.23,0.11,0.01,0.2,0.08,90.92,0.08,0.19,0.08,271.1,0.08,1
733,102482,0,20,0,0,731,359,550,61925,436,69218,1.12,48,40,112.59,158.76,0.01,1500,1500,1.26,0.02,0.02,0.1,0.5,38.2,0.5,0.09,0.5,49.6,0.5,1
815,107434,16,30,0,0,795,379,570,53873,448,63122,1.17,48,40,94.51,140.9,0.01,1500,1500,1.27,0.15,0.1,0.13,0.05,48.56,0.05,0.11,0.05,50.56,0.05,1
933,185715,12,36,0,0,919,393,635,59806,501,134949,2.26,45,44,94.18,269.36,0.01,1500,7340,1.27,0.26,0,0.14,0.07,35.51,0.07,0.14,0.07,108.77,0.07,1
821,155151,18,33,0,0,800,414,573,49864,429,113431,2.27,48,40,87.02,264.41,0.01,1500,7340,1.34,0.03,0.5,0.13,0.05,37.9,0.05,0.11,0.05,77.43,0.05,1
707,87361,12,39,0,0,693,428,504,44383,357,49855,1.12,48,40,88.06,139.65,0.01,1500,1500,1.41,0.32,0.32,0.1,0.07,28.41,0.07,0.08,0.07,38.69,0.07,1
651,99488,4,21,0,0,643,436,468,39589,355,67610,1.71,48,40,84.59,190.45,0.01,1500,1500,1.32,0.35,0.35,0.12,0.13,37.98,0.13,0.11,0.13,77.62,0.13,1
1073,204454,24,55,0,0,1047,462,750,71187,546,143240,2.01,48,44,94.92,262.34,0.01,1500,10260,1.37,0,0,0.15,0.04,38.9,0.04,0.12,0.04,90.14,0.04,1
850,134824,12,36,0,0,832,476,579,51617,461,91843,1.78,48,40,89.15,199.23,0.01,1500,1500,1.26,0.16,0.16,0.13,0.07,41.14,0.07,0.13,0.07,85.87,0.07,1
800,123027,25,39,0,0,774,502,576,49486,426,82642,1.67,48,42,85.91,194,0.01,1500,7340,1.35,0.34,0.34,0.12,0.04,38.16,0.04,0.09,0.04,54.23,0.04,1
785,103857,2,29,0,0,776,508,567,53947,402,58544,1.09,48,40,95.14,145.63,0.01,1500,1500,1.41,0.16,0.16,0.11,0.17,45.4,0.17,0.1,0.17,41.53,0.17,1
784,110651,2,30,0,0,779,512,557,56792,431,70640,1.24,48,40,101.96,163.9,0.01,2941,2941,1.29,0.05,0.05,0.13,0.25,41.84,0.25,0.13,0.25,62.81,0.25,1
687,103831,6,17,0,0,677,520,503,39326,387,74554,1.9,48,40,78.18,192.65,0.01,1500,4420,1.3,0.03,0.03,0.14,0.13,36.23,0.13,0.12,0.13,79.74,0.13,1
833,145022,32,51,0,0,795,558,560,53447,412,99047,1.85,48,45,95.44,240.41,0.01,1500,5581,1.36,0.03,0.5,0.13,0.03,31.01,0.03,0.11,0.03,85.89,0.03,1
965,107817,4,33,0,0,959,564,728,55866,561,66767,1.2,48,40,76.74,119.01,0.01,1500,1500,1.3,1.09,0,0.09,0.17,28.33,0.17,0.08,0.17,40.19,0.17,1
1019,112454,12,36,0,0,1005,578,800,60979,642,70432,1.16,45,40,76.22,109.71,0.01,1500,3316,1.25,0.03,0.03,0.08,0.07,26.22,0.07,0.06,0.07,30.44,0.07,1
855,80986,8,23,0,0,841,591,677,48917,554,49774,1.02,45,40,72.26,89.84,0.01,1500,1500,1.22,0.08,0.08,0.07,0.08,22.2,0.08,0.06,0.08,24.36,0.08,1
1202,423057,4,27,0,0,1194,599,950,219286,813,386496,1.76,45,45,230.83,475.39,0,1500,5880,1.17,0.18,0.18,0.14,0.13,62.82,0.13,0.13,0.13,183.61,0.13,1
951,173378,18,35,0,0,931,619,649,76991,514,114626,1.49,48,40,118.63,223.01,0.01,1500,1808,1.26,0.41,0.41,0.13,0.05,54.21,0.05,0.13,0.05,83.95,0.05,1
1031,436170,14,25,0,0,1015,635,771,210473,657,400216,1.9,45,48,272.99,609.16,0,1500,8800,1.17,0.16,0.16,0.19,0.06,83.4,0.06,0.2,0.06,282,0.06,1
1170,331206,14,46,0,0,1155,650,856,100003,682,282040,2.82,45,45,116.83,413.55,0,1500,7340,1.26,0.15,0.15,0.14,0.07,30.43,0.07,0.11,0.07,100.4,0.07,1
910,146533,8,30,0,0,898,662,698,50547,571,112102,2.22,45,44,72.42,196.33,0.01,1500,4420,1.22,0.03,0.05,0.11,0.08,28.28,0.08,0.1,0.08,85.27,0.08,1
924,106928,8,30,0,0,912,672,718,57243,586,66790,1.17,45,40,79.73,113.98,0.01,1500,1500,1.23,0.13,0.1,0.09,0.1,33.76,0.1,0.08,0.1,39.65,0.1,1
912,125701,24,33,0,0,886,698,710,48017,597,95875,2,45,44,67.63,160.59,0.01,1226,5880,1.19,0.07,0,0.1,0.04,19.65,0.04,0.09,0.04,61.28,0.04,1
847,102024,12,27,0,0,829,711,666,48102,542,70208,1.46,45,44,72.23,129.54,0.01,1500,2960,1.23,0.11,0.11,0.07,0.08,23.04,0.08,0.07,0.08,36.52,0.08,1
841,93563,6,21,0,0,831,721,652,51014,533,57991,1.14,45,40,78.24,108.8,0.01,1500,1500,1.22,0.17,0.17,0.08,0.1,31.08,0.1,0.07,0.1,35.63,0.1,1
1024,148822,2,38,0,0,1020,725,765,65203,581,98209,1.51,45,40,85.23,169.03,0.01,1500,5880,1.32,0.06,0.06,0.11,0.25,37.97,0.25,0.08,0.25,56.69,0.25,1
1107,147575,4,37,0,0,1101,731,817,80790,642,90210,1.12,48,40,98.89,140.51,0.01,1500,1500,1.27,0.19,0.09,0.1,0.17,38.35,0.17,0.1,0.17,43.15,0.17,1
940,146947,6,42,0,0,929,741,688,62084,559,98671,1.59,45,44,90.24,176.51,0.01,1500,1788,1.23,0.03,0.03,0.12,0.1,39.26,0.1,0.11,0.1,62.93,0.1,1
814,93813,0,34,0,0,811,744,637,52043,493,55964,1.08,45,40,81.7,113.52,0.01,1500,1500,1.29,0.23,0.23,0.1,0.33,31.97,0.33,0.08,0.33,35.87,0.33,1
1023,127976,8,53,0,0,1011,754,780,65062,590,79014,1.21,45,44.5,83.41,133.92,0.01,1500,2960,1.32,0.03,0.03,0.13,0.1,38.71,0.1,0.09,0.1,39.9,0.1,1
689,107275,6,28,0,0,683,760,533,39654,415,79413,2,45,44,74.4,191.36,0.01,1500,7340,1.28,0.32,0,0.13,0.17,31.97,0.17,0.1,0.17,74.24,0.17,1
843,127681,2,30,0,0,841,762,676,70888,545,85635,1.21,45,45,104.86,157.13,0.01,2936,4420,1.24,1.32,0,0.1,0.5,35.92,0.5,0.08,0.5,44.4,0.5,1
834,122497,0,25,0,0,832,764,657,46439,528,91885,1.98,45,45,70.68,174.02,0.01,1500,7340,1.24,0.08,0.08,0.1,0.5,24.85,0.5,0.08,0.5,50.92,0.5,1
797,96610,2,20,0,0,792,767,629,49006,513,63171,1.29,45,45,77.91,123.14,0.01,1500,2960,1.23,0.4,0.4,0.08,0.33,32.32,0.33,0.07,0.33,37.16,0.33,1
1385,769886,10,18,0,0,1375,777,1110,382203,981,733114,1.92,45,48,344.33,747.31,0,1500,8907,1.13,0.16,0.16,0.22,0.1,105.16,0.1,0.19,0.1,328.32,0.1,1
778,76815,10,24,0,0,767,788,623,44782,510,47959,1.07,45,45,71.88,94.04,0.01,1500,1500,1.22,0.16,0.16,0.06,0.09,17.65,0.09,0.05,0.09,24.55,0.09,1
713,86045,2,16,0,0,709,792,545,42009,440,57957,1.38,45,45,77.08,131.72,0.01,1500,1500,1.24,0.17,0.17,0.1,0.25,26.78,0.25,0.08,0.25,41.74,0.25,1
982,277722,2,21,0,0,977,795,790,232354,676,232987,1,45,45,294.12,344.66,0,4420,5880,1.17,0.02,0.02,0.17,0.33,111.99,0.33,0.14,0.33,117.43,0.33,1
711,65356,10,9,0,0,700,805,585,39421,472,43299,1.1,45,44.5,67.39,91.74,0.01,1500,1500,1.24,0.12,0.12,0.07,0.1,17.83,0.1,0.06,0.1,24.19,0.1,1
861,231882,4,5,0,0,854,812,744,198714,632,204831,1.03,45,40,267.09,324.1,0,4420,7340,1.18,0,0,0.16,0.14,110.14,0.14,0.14,0.14,115.03,0.14,1
1070,118827,6,21,0,0,1061,820,819,64819,699,77862,1.2,45,41,79.14,111.39,0.01,1500,1500,1.17,0.54,0.54,0.08,0.13,27.14,0.13,0.08,0.13,36.82,0.13,1
795,83936,2,15,0,0,791,824,633,46993,530,53508,1.14,45,40,74.24,100.96,0.01,1500,1500,1.19,0.28,0.28,0.07,0.25,28.69,0.25,0.07,0.25,34.65,0.25,1
991,449343,2,17,0,0,987,827,730,214154,606,407306,1.9,45,48,293.36,672.12,0,1500,5880,1.2,0.28,0.28,0.19,0.33,93.13,0.33,0.19,0.33,263.51,0.33,1
898,99500,0,16,0,0,898,827,699,56811,595,62189,1.09,45,40,81.27,104.52,0.01,1500,1500,1.17,0.17,0.17,0.08,0.33,31.91,0.33,0.08,0.33,34.3,0.33,1
985,125157,2,21,0,0,978,834,762,57232,649,88877,1.55,45,40,75.11,136.94,0.01,1500,5880,1.17,0.04,0.04,0.08,0.14,25.91,0.14,0.08,0.14,45.82,0.14,1
817,109897,0,15,0,0,814,835,634,51962,523,73260,1.41,45,40,81.96,140.08,0.01,1500,7340,1.21,0.19,0.19,0.09,1,37.41,1,0.08,1,49.34,1,1
1320,433347,16,22,0,0,1302,851,1014,227009,912,398199,1.75,45,45,223.87,436.62,0,1500,8800,1.11,0.05,0.05,0.14,0.06,42.95,0.06,0.15,0.06,182.91,0.06,1
976,441615,6,19,0,0,968,858,727,210260,626,408431,1.94,45,48,289.22,652.45,0,1500,5880,1.16,0.18,0.18,0.16,0.14,44.65,0.14,0.15,0.14,232.57,0.14,1
670,89374,2,17,0,0,666,862,465,44773,349,51072,1.14,45,40,96.29,146.34,0.01,1500,1500,1.33,1.22,0.37,0.12,0.25,49.79,0.25,0.11,0.25,56.93,0.25,1
840,127073,30,27,0,0,809,892,588,55898,442,82121,1.47,45,44,95.06,185.79,0.01,1500,7340,1.33,0.03,0.03,0.12,0.03,38.35,0.03,0.1,0.03,60.89,0.03,1
1000,272823,4,19,0,0,995,897,758,208403,636,224834,1.08,45,40,274.94,353.51,0,4420,8907,1.19,1.07,0,0.18,0.2,105.62,0.2,0.16,0.2,109.67,0.2,1
1155,160985,6,26,0,0,1147,905,835,67199,682,110638,1.65,45,40,80.48,162.23,0.01,1500,5880,1.22,0,0,0.08,0.13,32.35,0.13,0.07,0.13,43.99,0.13,1
1271,247832,26,42,0,0,1239,934,916,121961,766,167910,1.38,45,45,133.15,219.2,0.01,4420,5880,1.2,0.03,0.03,0.1,0.03,43.85,0.03,0.1,0.03,77.2,0.03,1
826,116816,6,27,0,0,814,942,620,54483,519,75281,1.38,45,40,87.88,145.05,0.01,1500,5880,1.19,0.15,0.12,0.07,0.13,29.17,0.13,0.08,0.13,51.38,0.13,1
1212,420249,12,25,0,0,1198,956,888,223065,823,367994,1.65,45,45,251.2,447.14,0,4420,5906,1.08,0.02,0.04,0.2,0.07,102.48,0.07,0.22,0.07,186.57,0.07,1
758,98741,2,19,0,0,754,960,587,48798,506,65598,1.34,45,40,83.13,129.64,0.01,1500,1500,1.16,0.05,0,0.08,0.25,36.68,0.25,0.09,0.25,53.62,0.25,1
737,79564,2,23,0,0,731,966,568,42138,485,51786,1.23,45,40,74.19,106.78,0.01,1500,1674,1.17,0.11,0.11,0.07,0.17,27.94,0.17,0.07,0.17,36.57,0.17,1
1076,224375,10,34,0,0,1064,978,814,137412,726,168173,1.22,45,40.5,168.81,231.64,0,4420,4420,1.12,0.03,0,0.12,0.08,64.01,0.08,0.13,0.08,94.54,0.08,1
947,146165,12,24,0,0,920,996,730,67943,641,100065,1.47,45,44,93.07,156.11,0.01,1500,7340,1.14,0.16,0.16,0.09,0.06,40.98,0.06,0.09,0.06,56.81,0.06,1
870,133102,9,26,0,0,859,1007,667,55658,579,95974,1.72,45,45,83.45,165.76,0.01,1500,7340,1.15,0.02,0.02,0.08,0.09,31.13,0.09,0.08,0.09,61.71,0.09,1
898,195241,2,21,0,0,892,1013,707,146709,621,150617,1.03,45,40,207.51,242.54,0,4420,4420,1.14,0.06,0.01,0.14,0.17,94.88,0.17,0.13,0.17,95.86,0.17,1
1529,791717,4,25,0,0,1523,1019,1184,390175,1079,749864,1.92,45,48,329.54,694.96,0,1500,7340,1.1,0.14,0.14,0.22,0.17,89.42,0.17,0.2,0.17,342.07,0.17,1
890,143270,16,30,0,0,870,1039,659,58855,567,99399,1.69,45,44,89.31,175.31,0.01,1500,1500,1.16,0.08,0.08,0.1,0.05,41.11,0.05,0.1,0.05,78.49,0.05,1
872,135667,10,24,0,0,859,1050,664,90839,579,89480,0.99,45,40,136.81,154.54,0.01,2960,2960,1.15,0.14,0.1,0.1,0.09,59.58,0.09,0.11,0.09,63.75,0.09,1
1088,328050,12,28,0,0,1072,1066,838,230921,755,277014,1.2,45,42,275.56,366.91,0,4420,4420,1.11,0.02,0.02,0.14,0.06,90.71,0.06,0.16,0.06,114.83,0.06,1
1223,485411,2,20,0,0,1219,1070,945,248037,869,444540,1.79,45,45,262.47,511.55,0,1500,8800,1.09,0.15,0.15,0.18,0.25,72.42,0.25,0.19,0.25,251.49,0.25,1
1101,301079,10,19,0,0,1087,1084,866,210326,781,247053,1.17,45,40,242.87,316.33,0,4420,7340,1.11,0.02,0.02,0.15,0.07,107.97,0.07,0.16,0.07,135.87,0.07,1
947,156443,2,20,0,0,943,1088,719,87077,635,109123,1.25,45,40,121.11,171.85,0.01,1500,2763,1.13,0.05,0.05,0.09,0.25,43.49,0.25,0.11,0.25,64.02,0.25,1
974,223152,2,23,0,0,969,1093,746,162877,662,171616,1.05,45,40,218.33,259.24,0,4420,4420,1.13,0.17,0.07,0.15,0.2,100.34,0.2,0.16,0.2,110.9,0.2,1
826,100837,4,21,0,0,818,1099,631,54939,552,63782,1.16,45,40,87.07,115.55,0.01,1500,1500,1.14,0.23,0.1,0.07,0.17,37.76,0.17,0.08,0.17,43.91,0.17,1
855,252236,6,15,0,0,845,1107,683,210374,612,208332,0.99,45,40,308.01,340.41,0,4420,4420,1.12,0.09,0.09,0.17,0.13,130.4,0.13,0.18,0.13,132.63,0.13,1
822,235576,2,18,0,0,816,1113,636,133162,545,195764,1.47,45,40,209.37,359.2,0,4420,8800,1.17,0.53,0.2,0.18,0.17,94.2,0.17,0.16,0.17,135.18,0.17,1
759,184706,10,29,0,0,745,1127,500,57867,414,134210,2.32,45,45,115.73,324.18,0,1500,4420,1.21,0,0,0.15,0.07,60.89,0.07,0.16,0.07,129.12,0.07,1
1224,318847,30,28,0,0,1192,1159,962,251681,875,262437,1.04,45,45,261.62,299.93,0,4420,4420,1.1,0.64,0.1,0.15,0.03,119.76,0.03,0.15,0.03,123.5,0.03,1
816,81808,16,19,0,0,799,1176,662,46502,565,53780,1.16,45,40,70.24,95.19,0.01,1500,1500,1.17,0.14,0.14,0.06,0.06,23.99,0.06,0.05,0.06,29.99,0.06,1
496,23068,2,0,0,0,490,1182,462,21552,373,16803,0.78,45,40,46.65,45.05,0.02,229,188,1.24,0.22,0,0.01,0.17,0.17,0.17,0.01,0.17,0.17,0.17,1
519,25840,0,3,0,0,497,1204,486,24144,379,17062,0.71,45,40,49.68,45.02,0.02,422,216,1.28,0.13,0.13,0.01,0.05,0.46,0.05,0.01,0.05,0.46,0.05,1
588,32466,6,5,0,0,580,1212,528,25668,440,24340,0.95,45,40,48.61,55.32,0.02,462,1370,1.2,0.13,0.13,0.01,0.13,1,0.13,0.01,0.13,1.35,0.13,1
676,122982,4,3,0,0,670,1218,608,116963,522,103426,0.88,45,40,192.37,198.13,0.01,2960,2960,1.16,0.12,0,0.12,0.17,92.12,0.17,0.12,0.17,87.57,0.17,1
544,29570,4,4,0,0,538,1224,493,24629,413,21034,0.85,45,40,49.96,50.93,0.02,727,686,1.19,0.15,0.15,0.03,0.17,5.52,0.17,0.03,0.17,5.89,0.17,1
537,43911,0,5,0,0,533,1228,471,29694,371,27781,0.94,45,40,63.04,74.88,0.01,1500,1500,1.27,0.23,0.2,0.03,0.25,18.08,0.25,0.03,0.25,18.13,0.25,1
617,75583,12,14,0,0,601,1244,510,35271,400,53317,1.51,45,40,69.16,133.29,0.01,1500,6951,1.27,0.08,0.08,0.06,0.06,24.64,0.06,0.04,0.06,35.18,0.06,1
661,167634,6,23,0,0,653,1252,463,52238,356,122425,2.34,45,40,112.83,343.89,0,1500,7340,1.3,0.2,0.2,0.15,0.13,64.23,0.13,0.12,0.13,135.89,0.13,1
